X,date,prec,snow,temp,aqi,co,no2,o3,pm10,pm,so2,t_asign,treat,hubei,day,month,year,daynum,north,city_code,judge,week,lead_lag_dummy
53485,20200102,3.357354316,68.66509539,7.9315724,101.208336,1.4766667,40.75,18,105.875,67,28.583334,1,0,0,2,1,2020,8402,0,49590,1,-5,-4
53492,20200109,18.53080499,38.97674312,7.770644,71.25,1.5795834,27.541666,65,64.125,43.75,15.75,1,0,0,9,1,2020,8409,0,49590,1,-4,-4
53499,20200116,16.48527117,29.40720547,4.923353,54.5,1.3725,26.166666,21.291666,30.958334,26.041666,8.583333,1,0,0,16,1,2020,8416,0,49590,1,-3,-3
53506,20200123,91.15935281,23.92518639,9.364562,44.416668,1.9858333,24.958334,16.75,65.625,45.958332,8.541667,1,0,0,23,1,2020,8423,0,49590,1,-2,-2
53513,20200130,1.30824169,91.45443584,6.3463078,66.166664,1.2425001,12.708333,50.333332,53.333332,45.25,7.7083335,1,0,0,30,1,2020,8430,0,49590,1,-1,-1
53520,20200206,178.9535473,22.17981689,8.633353,28.333334,1.1533333,10.541667,59.833332,28.541666,23.666666,10.333333,1,1,0,6,2,2020,8437,0,49590,1,0,0
53527,20200213,37.09586737,67.55042026,14.222307,32.875,2.0125,14.208333,28.25,32.791668,25,9.875,1,1,0,13,2,2020,8444,0,49590,1,1,1
53534,20200220,1.855224151,72.75563487,10.599661,54.5,1.1891667,23.166666,44.916668,52.958332,39.333332,16.75,1,1,0,20,2,2020,8451,0,49590,1,2,2
53541,20200227,20.9760071,28.39548082,14.424405,56.875,1.3275,17.208334,52.416668,72.333336,55.416668,8.708333,1,1,0,27,2,2020,8458,0,49590,1,3,3
53924,20200102,2.223879504,69.64974752,6.4099765,104.416664,0.62958336,36.583332,20.125,68.208336,64.166664,10.291667,1,0,0,2,1,2020,8402,0,17450,1,-5,-4
53931,20200109,49.27745671,37.73467075,5.830399,52.458332,0.78458333,22.25,43.625,45.041668,41.541668,7.5,1,0,0,9,1,2020,8409,0,17450,1,-4,-4
53938,20200116,24.7863091,17.86921125,3.2532175,75.666664,0.74041665,29.375,26.75,54.458332,51.458332,7,1,0,0,16,1,2020,8416,0,17450,1,-3,-3
53945,20200123,206.3881847,23.50779547,7.6996775,57.75,0.5879167,15.916667,66.583336,47.666668,48.958332,6.7916665,1,0,0,23,1,2020,8423,0,17450,1,-2,-2
53952,20200130,0.963045402,94.0494395,5.3494153,85.791664,0.6066667,17.125,66.708336,64.375,58.208332,8.958333,1,0,0,30,1,2020,8430,0,17450,1,-1,-1
53959,20200206,155.3059048,20.94332195,7.7447705,37.5,0.43916667,11.666667,78.333336,49.5,41.333332,7.2083335,1,1,0,6,2,2020,8437,0,17450,1,0,0
53966,20200213,19.91613848,67.21247246,12.78462,27.166666,0.45916668,11.125,39.083332,15.958333,17.875,6.75,1,1,0,13,2,2020,8444,0,17450,1,1,1
53973,20200220,1.20260042,75.90369954,10.038312,54.041668,0.60875,16.625,63.625,43.666668,36.041668,9.541667,1,1,0,20,2,2020,8451,0,17450,1,2,2
53980,20200227,23.43953591,27.97742903,12.104167,85,0.48166665,11.375,75.958336,58.708332,46.5,7,1,1,0,27,2,2020,8458,0,17450,1,3,3
54363,20200102,2.052228768,69.73790064,9.5617485,70.041664,0.8383333,42.291668,18.458334,81.208336,44.375,32.833332,1,0,0,2,1,2020,8402,0,88164,1,-5,-4
54370,20200109,15.4398446,39.63772142,8.731079,57.875,0.97749996,28.041666,46.083332,57.208332,34.833332,18.291666,1,0,0,9,1,2020,8409,0,88164,1,-4,-4
54377,20200116,19.27632555,26.40324118,5.326616,27.208334,1.1425,26.833334,20.875,31.416666,21.75,5.125,1,0,0,16,1,2020,8416,0,88164,1,-3,-3
54384,20200123,83.41792081,25.09106921,10.5393915,32.25,0.9291667,16.416666,44.208332,48.333332,36.291668,6.7916665,1,0,0,23,1,2020,8423,0,88164,1,-2,-2
54391,20200130,0.947096814,93.06661233,6.620649,51.916668,0.75083333,11.583333,57.041668,49.958332,35.291668,6.25,1,0,0,30,1,2020,8430,0,88164,1,-1,-1
54398,20200206,217.1162693,22.34984844,9.591357,29.916666,0.48416665,5.375,66.166664,33.958332,24.291666,5.2083335,1,1,0,6,2,2020,8437,0,88164,1,0,0
54405,20200213,39.71251484,68.02488577,14.656587,31.25,1.0158334,12.833333,48.125,41.458332,28.458334,20,1,1,0,13,2,2020,8444,0,88164,1,1,1
54412,20200220,1.191376273,74.54505246,11.177993,51.041668,0.76416665,18.708334,62.666668,55.833332,37.625,20.083334,1,1,0,20,2,2020,8451,0,88164,1,2,2
54419,20200227,14.19843184,29.47340248,16.00059,48.958332,0.7416667,13.875,61,55.458332,34.333332,9.916667,1,1,0,27,2,2020,8458,0,88164,1,3,3
54802,20200102,1.553922413,72.16185585,9.092641,85.666664,0.5316667,43.666668,27.916666,67.583336,52.25,44.083332,1,0,0,2,1,2020,8402,0,30343,1,-5,-4
54809,20200109,35.71663681,34.5608415,8.155178,80.25,0.7633333,33.5,25.958334,47.875,43.833332,17.875,1,0,0,9,1,2020,8409,0,30343,1,-4,-4
54816,20200116,33.43649102,16.59564366,5.3017263,28.875,0.84666663,31.083334,20.958334,20.75,33.375,14.708333,1,0,0,16,1,2020,8416,0,30343,1,-3,-3
54823,20200123,152.7108341,24.23142769,10.96276,45.791668,0.93666667,16.125,29.125,37.125,44.958332,8.416667,1,0,0,23,1,2020,8423,0,30343,1,-2,-2
54830,20200130,0.738562878,96.15575662,5.911056,62.583332,0.37041667,6.2916665,63.75,40,42.375,4.7083335,1,0,0,30,1,2020,8430,0,30343,1,-1,-1
54837,20200206,160.0131811,20.21171876,9.242795,31.166666,0.3075,5.1666665,74.083336,23.833334,23.25,6.75,1,1,0,6,2,2020,8437,0,30343,1,0,0
54844,20200213,46.01633041,69.09031954,13.981862,31.375,0.56958336,8.541667,30.708334,21.625,22.708334,17.333334,1,1,0,13,2,2020,8444,0,30343,1,1,1
54851,20200220,0.808713313,78.19627385,11.221504,59.75,0.6325,19.583334,50.125,46.958332,43.041668,47.25,1,1,0,20,2,2020,8451,0,30343,1,2,2
54858,20200227,11.82044268,31.69259952,15.024867,43.166668,0.69916666,15.791667,49.25,36.416668,40.916668,14.625,1,1,0,27,2,2020,8458,0,30343,1,3,3
55241,20200102,0.002011263,71.0215501,15.146208,75.958336,1.2591667,47.791668,36.25,91.875,51.333332,20.208334,1,0,0,2,1,2020,8402,0,89261,1,-5,-4
55248,20200109,0.009639379,44.10849589,15.845638,59.958332,1.33,30.791666,73.416664,48.541668,24.041666,17.416666,1,0,0,9,1,2020,8409,0,89261,1,-4,-4
55255,20200116,19.99726331,32.5080716,11.646863,21.916666,1.32,23,20.208334,36.375,24.208334,7,1,0,0,16,1,2020,8416,0,89261,1,-3,-3
55262,20200123,0.036172621,32.0662526,18.34545,58.625,1.3758334,19.333334,46.208332,51.708332,32.625,8.916667,1,0,0,23,1,2020,8423,0,89261,1,-2,-2
55269,20200130,0.001055463,93.7816802,8.049159,51.458332,2.5833333,6.625,73.416664,35.666668,26.791666,16.333334,1,0,0,30,1,2020,8430,0,89261,1,-1,-1
55276,20200206,220.9359954,26.29647173,12.297954,38.75,2.68625,8.041667,26.416666,33.291668,21.5,3.2083333,1,1,0,6,2,2020,8437,0,89261,1,0,0
55283,20200213,149.9222897,69.08250452,19.696613,22.208334,0.96916664,5.5833335,53.916668,18.458334,10.125,3,1,1,0,13,2,2020,8444,0,89261,1,1,1
55290,20200220,0.00118205,75.0140378,13.89818,44,0.78,10.416667,63.5,36.833332,23.625,4.6666665,1,1,0,20,2,2020,8451,0,89261,1,2,2
55297,20200227,0.010884614,31.24945543,22.745123,48.708332,1.05,18.166666,83.958336,50.958332,30.166666,7.4166665,1,1,0,27,2,2020,8458,0,89261,1,3,3
55680,20200102,0.003011588,70.28260611,13.195549,72.458336,1.2433333,40.5,34,86.666664,48,22.625,1,0,0,2,1,2020,8402,0,18404,1,-5,-4
55687,20200109,0.01963354,41.19487651,10.998021,61,1.2616667,27.708334,66.75,64.541664,37.791668,15.208333,1,0,0,9,1,2020,8409,0,18404,1,-4,-4
55694,20200116,10.01361266,28.59011301,5.800791,25.416666,1.3595834,36.708332,10.291667,33.958332,20,8.083333,1,0,0,16,1,2020,8416,0,18404,1,-3,-3
55701,20200123,0.088154555,27.38224379,12.249038,51.583332,1.1620834,20.166666,35.25,72.833336,48.458332,11.708333,1,0,0,23,1,2020,8423,0,18404,1,-2,-2
55708,20200130,0.001485612,93.41028218,8.1978445,52.291668,0.7475,9.166667,67.166664,50.125,33.5,7.4166665,1,0,0,30,1,2020,8430,0,18404,1,-1,-1
55715,20200206,390.7083234,23.51806442,12.745512,29.041666,0.62,9.708333,59.916668,35.875,20.791666,6.9583335,1,1,0,6,2,2020,8437,0,18404,1,0,0
55722,20200213,30.0356472,68.47010188,16.498047,30,0.7029167,10.166667,53.625,35.958332,18.875,7.3333335,1,1,0,13,2,2020,8444,0,18404,1,1,1
55729,20200220,0.001801232,74.80235878,12.797979,53.666668,0.5804167,19.083334,46.5,54.541668,32.791668,11.458333,1,1,0,20,2,2020,8451,0,18404,1,2,2
55736,20200227,0.018821462,30.24112118,20.344528,56.791668,0.82166666,17.625,57.25,59.583332,31.916666,10.375,1,1,0,27,2,2020,8458,0,18404,1,3,3
56119,20200102,2.660840522,69.10624769,8.736077,73.791664,1.0258334,36.625,24.541666,86.041664,51.75,26.5,1,0,0,2,1,2020,8402,0,14042,1,-5,-4
56126,20200109,17.40807747,39.19525083,8.207602,59.833332,1.1916667,28.25,68.291664,62.166668,39,17.25,1,0,0,9,1,2020,8409,0,14042,1,-4,-4
56133,20200116,17.80948108,27.9133762,5.0966263,38.208332,1.2641667,24.958334,19.75,32.708332,23.833334,6.7916665,1,0,0,16,1,2020,8416,0,14042,1,-3,-3
56140,20200123,83.00952454,25.11053994,9.937734,38.541668,1.1866667,18.583334,29.458334,64.083336,49.041668,6.1666665,1,0,0,23,1,2020,8423,0,14042,1,-2,-2
56147,20200130,1.177180712,92.19947176,6.408093,50.541668,0.78499997,8.208333,57.75,45.375,34.583332,6.5833335,1,0,0,30,1,2020,8430,0,14042,1,-1,-1
56154,20200206,194.7705987,22.58005867,9.0049925,29.875,0.7075,7.3333335,71.75,34.541668,25.458334,7.9166665,1,1,0,6,2,2020,8437,0,14042,1,0,0
56161,20200213,38.51671013,67.72327041,14.361694,38.083332,0.9975,8.833333,45.375,33.541668,25.291666,8.833333,1,1,0,13,2,2020,8444,0,14042,1,1,1
56168,20200220,1.575340109,73.59340274,10.831799,52.708332,0.865,13.125,62.041668,51.791668,35.708332,12.666667,1,1,0,20,2,2020,8451,0,14042,1,2,2
56175,20200227,18.11377592,28.83155559,15.160701,46.916668,0.9483333,12.708333,58.333332,51.833332,33.666668,9.25,1,1,0,27,2,2020,8458,0,14042,1,3,3
56558,20200102,1.320187538,71.33689743,10.07602,62.5,0.79333335,28.75,29.416666,69.458336,40.708332,10.291667,1,0,0,2,1,2020,8402,0,49603,1,-5,-4
56565,20200109,16.03405561,38.26543754,8.59224,55.25,0.9875,19,49.375,48.708332,33.125,5.25,1,0,0,9,1,2020,8409,0,49603,1,-4,-4
56572,20200116,36.59557703,20.82026058,5.606327,36.041668,1.0433333,26.208334,23.875,37.166668,26.333334,4.7083335,1,0,0,16,1,2020,8416,0,49603,1,-3,-3
56579,20200123,99.78405925,23.60792486,12.091675,43.5,1.0508333,16.75,42.625,48.166668,37.416668,5,1,0,0,23,1,2020,8423,0,49603,1,-2,-2
56586,20200130,0.575462507,95.11377321,6.195838,62.458332,0.6566667,10.375,66,55.625,43.083332,5.6666665,1,0,0,30,1,2020,8430,0,49603,1,-1,-1
56593,20200206,162.6982871,21.05294774,9.945559,29.833334,0.5833333,8.833333,67.708336,34.541668,24.25,5.7916665,1,1,0,6,2,2020,8437,0,49603,1,0,0
56600,20200213,56.5472799,68.76580718,14.41153,26.041666,0.67833334,10.416667,36.291668,34.166668,24.291666,9.958333,1,1,0,13,2,2020,8444,0,49603,1,1,1
56607,20200220,0.654352778,76.90769753,11.666028,58.166668,0.585,17.291666,51.833332,54.833332,38.583332,8.125,1,1,0,20,2,2020,8451,0,49603,1,2,2
56614,20200227,8.78075332,31.03646105,16.245762,43,0.74083334,12.75,57.5,50.791668,32.583332,4.6666665,1,1,0,27,2,2020,8458,0,49603,1,3,3
56997,20200102,1.509667478,73.39444716,8.318506,76.708336,0.7816667,45.583332,29.333334,87.125,45.166668,21.833334,1,0,0,2,1,2020,8402,0,62265,1,-5,-4
57004,20200109,61.0140601,26.7696866,7.9383717,68.083336,0.98041666,27.5,50,56.791668,35.041668,13.041667,1,0,0,9,1,2020,8409,0,62265,1,-4,-4
57011,20200116,36.8059987,16.82329925,5.240913,19.25,0.94666666,25,29.375,33.625,19.75,8.916667,1,0,0,16,1,2020,8416,0,62265,1,-3,-3
57018,20200123,175.5728205,23.32543133,10.390867,56.083332,1.01875,23.375,14.5,74.791664,50.166668,10,1,0,0,23,1,2020,8423,0,62265,1,-2,-2
57025,20200130,0.810752562,97.49806238,5.5658507,61.833332,0.5254167,6.2916665,68.5,47.291668,37.083332,7.0833335,1,0,0,30,1,2020,8430,0,62265,1,-1,-1
57032,20200206,160.0565298,16.99481785,8.390477,33.375,0.42291665,5,90.791664,33.583332,23.791666,3.3333333,1,1,0,6,2,2020,8437,0,62265,1,0,0
57039,20200213,35.69762645,69.67170533,13.585041,29.458334,0.6525,7.625,29.958334,27.708334,18,4,1,1,0,13,2,2020,8444,0,62265,1,1,1
57046,20200220,0.849900449,79.91202433,10.741722,51.708332,0.5545833,21.666666,51.291668,55.708332,36.375,8.375,1,1,0,20,2,2020,8451,0,62265,1,2,2
57053,20200227,13.09463298,32.83656827,13.649331,35.666668,0.57875,13.625,54.916668,44.333332,26.083334,6.75,1,1,0,27,2,2020,8458,0,62265,1,3,3
57435,20200101,0.001779047,63.33836202,-2.6507416,72.791664,0.84375,33.708332,42.041668,66.166664,36.125,17.166666,1,0,0,1,1,2020,8401,0,78395,1,-5,-4
57442,20200108,0.007253171,88.98593035,-1.450035,79,1.1795833,43.875,35.166668,51.75,44.166668,12.458333,1,0,0,8,1,2020,8408,0,78395,1,-4,-4
57449,20200115,0.011467518,41.40067246,-2.2509055,98.166664,1.1695833,53.916668,22.041666,92.541664,58.583332,20.291666,1,0,0,15,1,2020,8415,0,78395,1,-3,-3
57456,20200122,0.006311007,67.8783478,4.796956,151,1.3452631,48.894737,64,148.1579,100.10526,21.578947,1,0,0,22,1,2020,8422,0,78395,1,-2,-2
57463,20200129,0.001489594,54.39768518,1.9986709,167.625,1.4508333,27.958334,69.458336,135.125,115.583336,19.375,1,0,0,29,1,2020,8429,0,78395,1,-1,-1
57470,20200205,0.005592291,94.19725593,0.998229,40.125,0.7575,17.458334,61.875,67.083336,44,12.916667,1,1,0,5,2,2020,8436,0,78395,1,0,0
57477,20200212,0.002714086,77.93456639,12.296515,74.041664,0.80583334,23.625,81.041664,69.166664,52.958332,12.916667,1,1,0,12,2,2020,8443,0,78395,1,1,1
57484,20200219,0.000870331,59.64499607,9.545757,50.166668,0.6379167,16.208334,96.125,44.875,27.5,11.125,1,1,0,19,2,2020,8450,0,78395,1,2,2
57491,20200226,0.004013248,89.70092819,5.0005054,75.583336,0.8616667,31.25,41.583332,92.291664,61.833332,6.2916665,1,1,0,26,2,2020,8457,0,78395,1,3,3
57874,20200101,0.321709704,81.38979508,-0.5658509,57,0.68958336,40.041668,35.333332,56.541668,32.166668,9.75,1,0,0,1,1,2020,8401,0,39012,1,-5,-4
57881,20200108,5.576731847,70.4693562,-0.56421363,54.583332,0.7158333,30.416666,63.166668,33.041668,27.458334,7.25,1,0,0,8,1,2020,8408,0,39012,1,-4,-4
57888,20200115,2.310467395,35.46387649,-2.7648842,66.208336,0.7054167,39.666668,46.958332,57.75,37.583332,10.625,1,0,0,15,1,2020,8415,0,39012,1,-3,-3
57895,20200122,1.365707078,74.61984889,1.8145323,31.736841,0.558421,19.578947,90.52631,39.105263,20.105263,6.263158,1,0,0,22,1,2020,8422,0,39012,1,-2,-2
57902,20200129,0.266429828,67.34655889,0.5500587,57.791668,0.75708336,14.416667,70.625,59.625,51.541668,5.625,1,0,0,29,1,2020,8429,0,39012,1,-1,-1
57909,20200205,0.833623015,100.2052828,1.088816,29,0.5575,17.208334,65.25,30.25,20.208334,6.2916665,1,1,0,5,2,2020,8436,0,39012,1,0,0
57916,20200212,0.600380048,85.46070168,9.67242,32.583332,0.6045833,19.625,91.208336,31,23.25,5.4166665,1,1,0,12,2,2020,8443,0,39012,1,1,1
57923,20200219,0.181150852,69.95741189,3.944107,47.333332,0.635,27,67.958336,38.458332,24.875,7.625,1,1,0,19,2,2020,8450,0,39012,1,2,2
57930,20200226,0.511182066,99.78031952,5.503201,50.458332,0.5783333,25.666666,58.75,49.041668,30.791666,5.7916665,1,1,0,26,2,2020,8457,0,39012,1,3,3
58758,20200107,121.4356908,21.48994393,1.4367563,32.708332,1.2566667,35.083332,38.291668,45.583332,40.041668,9,1,0,0,7,1,2020,8407,0,57095,1,-4,-4
58765,20200114,10.38925655,42.6067047,-0.80633557,168.16667,1.6791667,55.333332,31.291666,199.54167,150.66667,21.916666,1,0,0,14,1,2020,8414,0,57095,1,-3,-3
58772,20200121,4.829420878,68.41657176,2.688265,135.08696,1.2878261,36.173912,69.95652,169.47826,109.652176,22.565218,1,0,0,21,1,2020,8421,0,57095,1,-2,-2
58779,20200128,1.581955521,73.37149963,2.2864947,117.291664,1.0925,20.083334,53.583332,107.041664,90.125,18.916666,1,0,0,28,1,2020,8428,0,57095,1,-1,-1
58786,20200204,1.568768131,79.03364999,3.5554638,103.75,0.6791667,16.25,74.208336,78.291664,61.041668,11.875,1,1,0,4,2,2020,8435,0,57095,1,0,0
58793,20200211,7.061430869,46.94217298,9.22026,87.041664,0.7633333,19.25,78.375,85.833336,68.875,12.791667,1,1,0,11,2,2020,8442,0,57095,1,1,1
58800,20200218,0.334343464,60.55680173,4.007418,55.416668,0.7083333,18.541666,65.041664,50.708332,32.041668,13.208333,1,1,0,18,2,2020,8449,0,57095,1,2,2
58807,20200225,5.491757891,100.6495174,9.901286,118.291664,1.4841666,44.375,24,124.541664,94,8.625,1,1,0,25,2,2020,8456,0,57095,1,3,3
59192,20200102,1.348235761,70.07066294,-1.1243681,118.208336,0.99041665,59.666668,24.5,102.083336,67.875,26.708334,1,0,0,2,1,2020,8402,0,96057,1,-4,-4
59199,20200109,3.330298222,70.35021289,-1.7672931,122.708336,1.1025,60.875,32.25,92.666664,64,33,1,0,0,9,1,2020,8409,0,96057,1,-3,-3
59206,20200116,4.815731149,53.86084935,-3.1092765,165.79167,1.0233333,62.791668,36.208332,104.708336,73.833336,20.041666,1,0,0,16,1,2020,8416,0,96057,1,-2,-2
59213,20200123,7.835296651,75.54052736,1.4118682,205.95833,1.3579167,40.458332,58.083332,168.625,122.958336,13.791667,1,0,0,23,1,2020,8423,0,96057,1,-1,-1
59220,20200130,0.831870574,100.321186,-1.1165661,38.541668,0.49541667,5.7916665,66.916664,38.5,27.416666,7.4166665,1,1,0,30,1,2020,8430,0,96057,1,0,0
59227,20200206,11.47556058,58.66537169,-3.2726367,35.666668,0.26833335,3.4583333,69.25,21.5,13.958333,6.75,1,1,0,6,2,2020,8437,0,96057,1,1,1
59234,20200213,7.73002031,54.86640517,9.280362,101.25,0.93583333,27.75,64,95.833336,71.5,18.958334,1,1,0,13,2,2020,8444,0,96057,1,2,2
59241,20200220,2.345158798,74.86106918,4.903089,102.833336,0.97583336,31.958334,53.625,88.791664,62.666668,16.291666,1,1,0,20,2,2020,8451,0,96057,1,3,3
59248,20200227,42.00415147,35.3300017,3.8043828,28.083334,0.29250002,10.166667,66.791664,24.916666,13.541667,5,1,1,0,27,2,2020,8458,0,96057,1,4,4
60513,20200106,138.6660451,28.53862822,3.1904967,134.79167,1.7083334,56.833332,25.375,104.208336,112.791664,5.5833335,1,0,0,6,1,2020,8406,0,15195,1,-4,-4
60520,20200113,0.228180014,36.65933957,-0.8085221,181.54167,1.4470834,74.5,16.375,134.25,109.208336,16.666666,1,0,0,13,1,2020,8413,0,15195,1,-3,-3
60527,20200120,0.697313905,55.36541945,1.7021075,202.125,1.69875,63.416668,48.166668,197.70833,166.83333,9.958333,1,0,0,20,1,2020,8420,0,15195,1,-2,-2
60534,20200127,6.378081629,62.34880437,1.6252548,116.708336,1.1783334,21.166666,63.583332,100.625,99.875,12.333333,1,0,0,27,1,2020,8427,0,15195,1,-1,-1
60541,20200203,1.370797081,65.42562651,2.663514,67.666664,1.01875,21.458334,82.541664,94.416664,85.458336,14.041667,1,1,0,3,2,2020,8434,0,15195,1,0,0
60548,20200210,1.423662222,63.10857806,6.7387166,89.833336,0.835,13,90.583336,87.875,80.5,8.541667,1,1,0,10,2,2020,8441,0,15195,1,1,1
60555,20200217,0.291720768,59.98512172,1.092908,47.666668,0.55083334,20.125,59.791668,41.25,26.875,11.125,1,1,0,17,2,2020,8448,0,15195,1,2,2
60562,20200224,30.9161437,18.73650087,9.394343,143.83333,0.90125,28.083334,89.333336,119.416664,91.916664,12.291667,1,1,0,24,2,2020,8455,0,15195,1,3,3
60947,20200101,1.192850717,65.10298672,-2.863697,80.625,0.675,31.5,36.333332,69.416664,39.833332,15.791667,1,0,0,1,1,2020,8401,0,86298,1,-5,-4
60954,20200108,5.259120908,78.56835733,-1.1476096,56.708332,0.84291667,31.833334,42.416668,37.291668,27.333334,8.791667,1,0,0,8,1,2020,8408,0,86298,1,-4,-4
60961,20200115,8.497465506,36.87856331,-2.527751,110.458336,1.21375,42.875,36.458332,96.083336,62.041668,20.166666,1,0,0,15,1,2020,8415,0,86298,1,-3,-3
60968,20200122,4.580514158,66.06211085,2.814036,144.63158,1.4010526,42.210526,70.89474,161.1579,113.8421,23.210526,1,0,0,22,1,2020,8422,0,86298,1,-2,-2
60975,20200129,0.938611623,56.86370138,1.3411099,164,1.2741667,25.708334,76.375,112.375,106.583336,16.875,1,0,0,29,1,2020,8429,0,86298,1,-1,-1
60982,20200205,3.676935738,94.1890787,0.7076687,47.625,1.0016667,16.416666,61.5,80.833336,58.708332,12.875,1,1,0,5,2,2020,8436,0,86298,1,0,0
60989,20200212,1.841394378,78.93494105,9.603528,88.708336,0.85,24.375,75.958336,72.666664,60.916668,11.375,1,1,0,12,2,2020,8443,0,86298,1,1,1
60996,20200219,0.549267424,60.85039091,6.439263,63,0.61,13.666667,91.208336,51.041668,36.833332,12.083333,1,1,0,19,2,2020,8450,0,86298,1,2,2
61003,20200226,3.379048121,89.4087702,6.0411873,70.208336,1.1158333,29.625,57,58.5,44.083332,8.875,1,1,0,26,2,2020,8457,0,86298,1,3,3
61825,20200101,1.713153484,76.85693829,-1.820054,76.666664,1.1166667,47.75,25.666666,82.541664,43.666668,20.583334,1,0,0,1,1,2020,8401,0,101156,1,-5,-4
61832,20200108,7.98435084,68.19420941,0.65667385,44.5,0.51666665,20.125,62.625,27.875,20.291666,6.9583335,1,0,0,8,1,2020,8408,0,101156,1,-4,-4
61839,20200115,14.6947633,16.8847606,-1.4982889,61.333332,0.66083336,33,56.083332,62.166668,45.291668,9.75,1,0,0,15,1,2020,8415,0,101156,1,-3,-3
61846,20200122,9.184563505,65.24611495,2.8340547,33.894737,0.45736843,21.210526,76.26316,51.473682,23.263159,6.105263,1,0,0,22,1,2020,8422,0,101156,1,-2,-2
61853,20200129,1.279603446,66.22479952,1.7737399,61.208332,0.6425,9.458333,74.958336,63.083332,53.583332,11.125,1,0,0,29,1,2020,8429,0,101156,1,-1,-1
61860,20200205,4.573749322,98.63768416,1.9543451,29.416666,0.585,13.208333,74.583336,46.541668,32.125,6.6666665,1,1,0,5,2,2020,8436,0,101156,1,0,0
61867,20200212,3.052711353,84.03887275,9.368887,48.625,0.43166667,18.083334,81.791664,46,34.083332,5.6666665,1,1,0,12,2,2020,8443,0,101156,1,1,1
61874,20200219,0.830522713,68.12669441,4.4657955,55.541668,0.7366667,40.458332,49.125,58.666668,29.625,10,1,1,0,19,2,2020,8450,0,101156,1,2,2
61881,20200226,3.11647876,95.7950826,5.8014913,61.75,0.46958333,16.208334,68.5,62.708332,44.166668,3.6666667,1,1,0,26,2,2020,8457,0,101156,1,3,3
62269,20200106,86.79099036,37.90334354,2.2036088,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,1,2020,8406,0,35014,1,-4,-4
62276,20200113,0.473430061,40.43744165,-1.6032776,NA,NA,NA,NA,NA,NA,NA,1,0,0,13,1,2020,8413,0,35014,1,-3,-3
62283,20200120,1.565134737,61.37111661,1.0088322,NA,NA,NA,NA,NA,NA,NA,1,0,0,20,1,2020,8420,0,35014,1,-2,-2
62290,20200127,3.454145645,71.26611804,1.3360806,NA,NA,NA,NA,NA,NA,NA,1,0,0,27,1,2020,8427,0,35014,1,-1,-1
62297,20200203,2.78176257,66.61318949,1.3643408,NA,NA,NA,NA,NA,NA,NA,1,1,0,3,2,2020,8434,0,35014,1,0,0
62304,20200210,2.821407197,67.1671614,7.2691197,NA,NA,NA,NA,NA,NA,NA,1,1,0,10,2,2020,8441,0,35014,1,1,1
62311,20200217,0.735340331,56.50185898,0.43653405,NA,NA,NA,NA,NA,NA,NA,1,1,0,17,2,2020,8448,0,35014,1,2,2
62318,20200224,60.5211708,13.61378038,9.442793,NA,NA,NA,NA,NA,NA,NA,1,1,0,24,2,2020,8455,0,35014,1,3,3
62709,20200107,108.9789949,22.88939312,1.9465585,27.166666,0.80541664,28.541666,45.416668,22.75,21.125,4.0416665,1,0,0,7,1,2020,8407,0,33465,1,-4,-4
62716,20200114,31.53617727,46.26610074,-1.061963,125.583336,1.4254167,51.291668,43.125,163.125,131,13.958333,1,0,0,14,1,2020,8414,0,33465,1,-3,-3
62723,20200121,5.004217068,72.99392533,2.5281668,110.416664,1.5225,47.583332,61.208332,152.29167,86.041664,24.25,1,0,0,21,1,2020,8421,0,33465,1,-2,-2
62730,20200128,2.018348742,77.15134615,2.383368,67.458336,0.89666665,16.291666,70.875,52.041668,39.958332,17.333334,1,0,0,28,1,2020,8428,0,33465,1,-1,-1
62737,20200204,1.686698692,80.58044527,2.5537748,80.666664,0.74875,15.208333,78.916664,59.25,46.875,8.291667,1,1,0,4,2,2020,8435,0,33465,1,0,0
62744,20200211,7.782029983,48.66522367,8.980835,105.083336,0.91791666,20.416666,87.791664,90.75,74.041664,12.541667,1,1,0,11,2,2020,8442,0,33465,1,1,1
62751,20200218,0.360133895,60.91985353,3.401561,52.416668,0.72125,22.291666,61.916668,37.083332,26.833334,17.083334,1,1,0,18,2,2020,8449,0,33465,1,2,2
62758,20200225,5.619571687,102.0850209,9.587766,62.875,1.5775,41.083332,45.166668,94.166664,68.666664,8.375,1,1,0,25,2,2020,8456,0,33465,1,3,3
64904,20200107,40.24380164,53.23792167,-0.06328266,98.833336,2.0295835,48.291668,34.958332,89.208336,109.833336,8.625,1,0,0,7,1,2020,8407,1,19948,1,-4,-4
64911,20200114,2.549194828,25.94949065,-0.1653601,231.29167,1.85625,58.125,37.416668,209.58333,198.625,9.25,1,0,0,14,1,2020,8414,1,19948,1,-3,-3
64918,20200121,2.832980946,57.47066324,2.6972675,161.17392,1.063913,42.434784,54.608696,110.91304,80.08696,11.26087,1,0,0,21,1,2020,8421,1,19948,1,-2,-2
64925,20200128,0.814077893,52.65563297,2.7053628,104.375,0.9458333,30,63.583332,76.5,72.041664,8.791667,1,0,0,28,1,2020,8428,1,19948,1,-1,-1
64932,20200204,0.827116887,68.11039506,2.4939146,145.91667,0.97208333,20.125,93.541664,109.833336,103.25,9.416667,1,1,0,4,2,2020,8435,1,19948,1,0,0
